sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
91,"East Texas A&M Lions",14,5.8,7,5.3,0.914,4.7,2.2,2.5,47,47,9.9,13.6,0.27,11.1,46.9,4.7,2.2,2.5,47,0,0,0,,0
92,"Florida State Seminoles",16,4.3,4.7,3.9,0.913,3.5,1.8,1.8,50,50,14.5,8.7,0.16,7.2,44.9,3.5,1.8,1.8,50,0,0,0,,0
93,"Northern Colorado Bears",17,10.5,12,9.5,0.91,6.4,3.4,3.1,52.3,52.3,21.9,21.9,0.62,18.5,46.1,6.4,3.4,3.1,52.3,0,0,0,,0
94,"Villanova Wildcats",16,4.8,6,4.4,0.909,3.7,1.7,2,45.8,45.8,10.4,14.3,0.36,6.5,46.8,3.7,1.7,2,45.8,0,0,0,,0
95,"Santa Clara Broncos",20,6,6.5,5.4,0.908,5.4,2.4,3,44.4,44.4,1.7,9.2,0.19,9.2,46.2,5.4,2.4,3,44.4,0,0,0,,0
96,"Minnesota Golden Gophers",15,11.3,13.6,10.3,0.906,8.3,4.3,3.9,52.4,52.4,15.9,12.4,0.32,10.6,47.6,8.3,4.3,3.9,52.4,0,0,0,,0
97,"Mississippi Rebels",17,6.2,7.1,5.6,0.905,4.4,2.3,2.1,52,52,16.2,15.2,0.39,12.4,47.6,4.4,2.3,2.1,52,0,0,0,,0
97,"Massachusetts Lowell",17,2.5,3.2,2.2,0.905,1.9,1,0.9,51.5,51.5,14.3,7.1,0.18,7.1,45.2,1.9,1,0.9,51.5,0,0,0,,0
99,"Maine Black Bears",17,9.6,12.5,8.7,0.902,8,3.8,4.2,47.1,47.1,9.1,10.4,0.22,9.1,45.7,8,3.8,4.2,47.1,0,0,0,,0
100,"Hofstra Pride",14,5.8,7.5,5.2,0.901,4.1,1.9,2.1,47.4,47.4,13.6,17.3,0.47,12.3,48.1,4.1,1.9,2.1,47.4,0,0,0,,0
100,"Navy Midshipmen",15,6.1,7.1,5.5,0.901,4.7,2.5,2.3,52.1,52.1,13.2,9.9,0.24,7.7,48.4,4.7,2.5,2.3,52.1,0,0,0,,0
100,"UMKC Kangaroos",17,7.7,8.9,6.9,0.901,5.5,2.8,2.8,50,50,16,15.3,0.38,12.2,46.6,5.5,2.8,2.8,50,0,0,0,,0
103,"Texas Tech Lady Raiders",18,7.7,9.3,6.9,0.899,5.1,2.7,2.4,52.7,52.7,21.7,16.7,0.44,13.8,45.7,5.1,2.7,2.4,52.7,0,0,0,,0
104,"Colorado State Rams",17,6.8,9,6.1,0.896,5.2,2.5,2.7,47.7,47.7,13.9,13.9,0.31,13,45.2,5.2,2.5,2.7,47.7,0,0,0,,0
105,"Texas-(Rio Grande Valley) Vaqueros",16,6.6,7.8,5.9,0.895,4.7,2.4,2.3,50.7,50.7,14.3,15.2,0.41,13.3,47.6,4.7,2.4,2.3,50.7,0,0,0,,0
106,"Troy Trojans",16,8.3,8.3,7.4,0.894,6,2.8,3.2,46.9,46.9,15.9,13.6,0.34,12.1,45.5,6,2.8,3.2,46.9,0,0,0,,0
106,"Illinois Fighting Illini",16,5.9,7,5.3,0.894,4.3,2,2.3,47.1,47.1,17,12.8,0.32,9.6,44.7,4.3,2,2.3,47.1,0,0,0,,0
108,"Wisconsin-(Milwaukee) Panthers",18,9.3,11.9,8.3,0.892,6.8,3.1,3.7,45.1,45.1,13.2,16.8,0.42,13.8,46.1,6.8,3.1,3.7,45.1,0,0,0,,0
109,"Nicholls State Colonels",14,7.2,8.4,6.4,0.891,5.1,2.4,2.7,47.2,47.2,14.9,16.8,0.43,12.9,47.5,5.1,2.4,2.7,47.2,0,0,0,,0
109,"Long Island University Sharks",15,7.9,9.2,7.1,0.891,5.5,2.5,3,45.8,45.8,14.3,18.5,0.49,16,46.2,5.5,2.5,3,45.8,0,0,0,,0
109,"San Diego State Aztecs",15,4.3,5.4,3.8,0.891,3.2,1.5,1.7,47.9,47.9,12.5,17.2,0.4,15.6,45.3,3.2,1.5,1.7,47.9,0,0,0,,0
112,"South Dakota Coyotes",17,6.9,8.2,6.2,0.89,5.4,2.6,2.7,49.5,49.5,15.3,10.2,0.23,9.3,44.9,5.4,2.6,2.7,49.5,0,0,0,,0
113,"UC Santa Barbara Gauchos",14,6.4,8.1,5.6,0.888,4.7,2.1,2.6,45.5,45.5,13.5,16.9,0.39,16.9,46.1,4.7,2.1,2.6,45.5,0,0,0,,0
114,"Oakland Golden Grizzlies",17,5.7,7,5.1,0.887,4.4,2.2,2.1,51.4,51.4,19.6,10.3,0.19,9.3,43.3,4.4,2.2,2.1,51.4,0,0,0,,0
114,"Missouri State Lady Bears",16,8.8,10.2,7.8,0.887,6.3,3.1,3.3,48.5,48.5,15.6,15.6,0.4,13.5,46.1,6.3,3.1,3.3,48.5,0,0,0,,0
116,"Wright State Raiders",17,2.9,3.6,2.6,0.88,2.4,1.1,1.3,46.3,46.3,6,12,0.29,8,46,2.4,1.1,1.3,46.3,0,0,0,,0
117,"Drexel Dragons",13,7.6,9.9,6.7,0.879,6.2,3,3.2,48.1,48.1,10.1,10.1,0.22,9.1,44.4,6.2,3,3.2,48.1,0,0,0,,0
118,"East Carolina Pirates",18,6.4,7.2,5.6,0.878,4.7,2,2.7,42.9,42.9,13.9,18.3,0.43,16.5,42.6,4.7,2,2.7,42.9,0,0,0,,0
118,"Xavier Musketeers",16,7.7,9.8,6.8,0.878,5.4,2.7,2.8,49.4,49.4,17.1,13.8,0.37,11.4,44.7,5.4,2.7,2.8,49.4,0,0,0,,0
118,"Northwestern Wildcats",16,9.2,11.3,8.1,0.878,6.8,3.1,3.7,45.9,45.9,12.2,17,0.41,12.9,44.9,6.8,3.1,3.7,45.9,0,0,0,,0
121,"Arizona Wildcats",16,8.6,10.4,7.6,0.877,5.9,2.9,3,48.9,48.9,18.8,17.4,0.45,14.5,44.9,5.9,2.9,3,48.9,0,0,0,,0
121,"George Mason Patriots",15,5.4,6.3,4.7,0.877,3.9,1.6,2.3,41.4,41.4,11.1,19.8,0.52,14.8,46.9,3.9,1.6,2.3,41.4,0,0,0,,0
123,"Stony Brook Seawolves",16,3,3.8,2.6,0.875,2.4,1.2,1.2,50,50,14.6,8.3,0.18,6.3,45.8,2.4,1.2,1.2,50,0,0,0,,0
123,"UAB Blazers",17,2.8,3.5,2.5,0.875,2.2,1,1.2,45.9,45.9,12.5,16.7,0.35,16.7,45.8,2.2,1,1.2,45.9,0,0,0,,0
125,"UC Davis Aggies",16,4.9,6.1,4.3,0.873,3.3,1.5,1.8,45.3,45.3,20.3,19,0.47,15.2,43,3.3,1.5,1.8,45.3,0,0,0,,0
126,"Miami (OH) RedHawks",16,7.8,9.8,6.8,0.872,5.8,2.7,3.1,46.7,46.7,14.4,13.6,0.35,12,45.6,5.8,2.7,3.1,46.7,0,0,0,,0
127,"Robert Morris Colonials",16,8.8,11,7.6,0.871,6.6,3.3,3.4,49.1,49.1,17.1,12.1,0.25,10,43.6,6.6,3.3,3.4,49.1,0,0,0,,0
